sloan_file,css_num_ID,label
spec-1290-52734-0139.fits,1140062065066,RRc
spec-0348-51671-0514.fits,1101089007827,RRc
spec-0476-52027-0207.fits,1001052043637,RRab
spec-3210-54876-0535.fits,1132014063542,RS CVn
spec-0707-52177-0502.fits,1101015011417,RRc
spec-3222-54862-0391.fits,1129055002461,RRc
spec-1567-53172-0255.fits,1118087037354,EA
spec-2185-53532-0335.fits,1138072011626,RRc
spec-2173-53874-0276.fits,1121081018878,RRc
spec-0545-52202-0545.fits,1140034036530,EW
spec-2053-53446-0609.fits,1135034082623,RRab
spec-2407-53771-0215.fits,1135045021278,RRc
spec-3286-54910-0032.fits,1166020015027,RRab
spec-0449-51900-0103.fits,1152031052257,RRc
spec-2679-54368-0458.fits,1112021002218,EW
spec-2510-53877-0371.fits,1123058049092,RRc
spec-1240-52734-0425.fits,1109057021737,HADS
spec-3289-54910-0511.fits,1118083025611,RS CVn
spec-1852-53534-0518.fits,1123080011202,RRc
spec-0293-51994-0302.fits,1001069051251,RRc
spec-3426-54977-0173.fits,1121085046462,RRc
spec-2798-54397-0396.fits,1140077092444,RRab
spec-2459-54339-0534.fits,1126077055114,RRc
spec-1425-52913-0345.fits,1121086040063,RRc
spec-1796-53884-0069.fits,1109070018168,RRab
spec-1812-53795-0306.fits,1107077057311,RRc
spec-7891-57332-0382.fits,1004011024471,RRc
spec-2619-54506-0206.fits,1118069022366,RRc
spec-1924-53330-0381.fits,1121042051716,EA
spec-0309-51994-0060.fits,1001080053313,RRc
spec-5176-56221-0934.fits,1118046059456,EW
spec-8186-57452-0448.fits,1155033041973,RRab
spec-2851-54459-0444.fits,1101011015015,EW
spec-2530-53881-0190.fits,1112086031796,RRc
spec-2181-53524-0600.fits,1140071026022,RRc
spec-0769-54530-0033.fits,1155032002718,RRab
spec-2307-53710-0260.fits,1104016039466,EW
spec-2159-54328-0517.fits,1121078011913,RRc
spec-0306-51690-0018.fits,1001078046535,RRc
spec-2808-54524-0607.fits,1129081040155,RRc
spec-3388-54947-0268.fits,1109079040003,EW
spec-1338-52765-0397.fits,1135073077237,RRd
spec-0913-52433-0591.fits,1001074016837,EW
spec-2255-53565-0130.fits,1135074044080,EW
spec-1377-53050-0402.fits,1140057046431,RRc
spec-2854-54465-0442.fits,1109056026242,EW
spec-3243-54910-0213.fits,1101060042781,EW
spec-2349-53734-0072.fits,1123052033150,EW
spec-1768-53442-0178.fits,1115065018146,RRc
spec-1960-53289-0488.fits,1112113026440,RRc
spec-3151-54804-0556.fits,1107052043113,EW
spec-3374-54948-0268.fits,1123062030386,RS CVn
spec-0973-52426-0619.fits,1132079089133,RRc
spec-3670-55480-0218.fits,1138034034862,RRc
spec-2004-53737-0310.fits,1132056017424,RRab
spec-1330-52822-0425.fits,1149055019566,RRc
spec-1172-52759-0637.fits,1140069004109,RRc
spec-3158-54794-0155.fits,1126013041316,RRc
spec-7656-57338-0547.fits,1126111075696,EW
spec-2796-54629-0559.fits,1112089058541,RRc
spec-7421-57159-0457.fits,1146047031069,EW
spec-0915-52443-0549.fits,1001076024237,EW
spec-3181-54860-0450.fits,1132056021970,RRc
spec-1134-52644-0149.fits,1001004039812,EW
spec-5313-55973-0726.fits,1112051040628,RRab
spec-3963-55659-0035.fits,1129074019929,RRc
spec-2305-54414-0446.fits,1007114066661,RRd
spec-2130-53881-0467.fits,1129068006620,RRc
spec-2803-54368-0353.fits,1129113006890,EW
spec-0992-52644-0373.fits,1107051015974,EW
spec-1802-53885-0114.fits,1109073021193,RRc
spec-0817-52381-0092.fits,1140069008021,RRc
spec-1820-54208-0084.fits,1107083002183,RRc
spec-0739-52264-0395.fits,1112119062008,RRc
spec-0981-52435-0200.fits,1001111085830,EW
spec-3662-55182-0188.fits,1135034057472,RRc
spec-8296-57375-0806.fits,1140038057910,EW
spec-1407-52886-0547.fits,1129078021150,RRc
spec-2799-54368-0608.fits,1143070088804,RRc
spec-1910-53321-0561.fits,1007122001399,EW
spec-5881-56038-0190.fits,1118061011472,RRab
spec-0659-52199-0261.fits,1009006016667,EW
spec-2367-53763-0112.fits,1123053001776,RRc
spec-0814-52370-0074.fits,1143065064326,RRc
spec-3234-54885-0507.fits,1109070042778,RRc
spec-2601-54144-0474.fits,1118066024030,RRc
spec-3246-54939-0012.fits,1104064054714,RRc
spec-0818-52395-0227.fits,1138072013029,RRc
spec-7332-56683-0945.fits,1101011025752,RRc
spec-3177-54833-0360.fits,1155033041973,RRab
spec-3327-54951-0552.fits,1118059013380,RRc
spec-3426-54977-0329.fits,1123083001095,RRc
spec-2305-54414-0145.fits,1007114035898,EA
spec-0679-52177-0194.fits,1001124051613,RRc
spec-1341-52786-0151.fits,1132077023167,HADS
spec-0677-52606-0164.fits,1001123051790,EA
spec-1775-53847-0282.fits,1112071044367,RRab
spec-1627-53473-0151.fits,1107067033810,RRc
spec-8162-56993-0070.fits,1149040028438,RRab
spec-2247-53857-0253.fits,1140071044007,EW
spec-2621-54380-0556.fits,1129108087350,EW
spec-3222-54862-0173.fits,1126056046462,RRab
spec-5941-56193-0144.fits,1140032026968,RRc
spec-3970-55591-0312.fits,1138055048418,RRc
spec-2355-53792-0515.fits,1126053003238,RRc
spec-3236-54892-0012.fits,1129062025977,RRc
spec-2040-53384-0389.fits,1126006021587,EW
spec-0680-52200-0593.fits,1101126001639,RRc
spec-2317-54152-0578.fits,1107047027338,EW
spec-1829-53494-0209.fits,1104079066745,RRd
spec-3321-54924-0205.fits,1143039015331,RRc
spec-2037-53446-0080.fits,1138050017052,RRc
spec-0987-52523-0600.fits,1101115029078,RRd
spec-2383-53800-0422.fits,1163025008110,EW
spec-8431-57482-0424.fits,1149055009610,RRc
spec-0675-52590-0152.fits,1001122054860,RRc
spec-2689-54149-0498.fits,1007068016888,RRc
spec-0508-52366-0495.fits,1104059003560,RRc
spec-1728-53228-0463.fits,1109085012672,RRc
spec-1343-52790-0248.fits,1129080059684,RRc
spec-0531-52028-0003.fits,1101076037462,RS CVn
spec-1649-53149-0571.fits,1132071017547,RRc
spec-1583-52941-0249.fits,1121040009966,RRc
spec-3188-54831-0410.fits,1132039026984,EW
spec-7662-57358-0646.fits,1126002024771,EW
spec-0425-51898-0290.fits,1112008042241,RRd
spec-3130-54740-0553.fits,1115123018070,EW
spec-0862-52325-0248.fits,1132039037080,RRd
spec-5437-55973-0673.fits,1109073003369,RRc
spec-3291-54939-0431.fits,1140070074783,RS CVn
spec-1870-53383-0065.fits,1152028042196,RRc
spec-0825-52289-0391.fits,1135036001484,RRc
spec-7581-57195-0717.fits,1118116071070,EW
spec-2122-54178-0047.fits,1129067006666,RRc
spec-0852-52375-0251.fits,1104072029244,RRc
spec-1229-52723-0170.fits,1109065026725,RRc
spec-1236-52751-0437.fits,1109054004893,RRc
spec-2369-53733-0620.fits,1118050022149,RRc
spec-2609-54476-0255.fits,1118063044758,EW
spec-2967-54584-0628.fits,1118084062165,RRc
spec-2181-53524-0358.fits,1140070023717,EA
spec-1602-53117-0326.fits,1112057022426,RRd
spec-2049-53350-0471.fits,1101019007962,EW
spec-1927-53321-0610.fits,1121043059410,EW
spec-3180-54864-0452.fits,1129058047041,RRc
spec-8161-57127-0797.fits,1152038001470,RRab
spec-5406-55955-0169.fits,1109067012603,RRc
spec-3288-54908-0475.fits,1149059059419,EW
spec-1615-53166-0592.fits,1112066033890,RRd
spec-5399-55956-0515.fits,1112065006427,EW
spec-2557-54178-0363.fits,1146040003164,EW
spec-3287-54941-0032.fits,1143042001328,EW
spec-1293-52765-0253.fits,1138067048988,RRc
spec-2609-54476-0039.fits,1118063052675,RRc
spec-8068-57185-0025.fits,1157049053627,EW
spec-1189-52668-0491.fits,1107047018021,EW
spec-1908-53239-0181.fits,1001111102941,EW
spec-7253-56598-0197.fits,1007022048224,EW
spec-0920-52411-0035.fits,1001080011219,RRab
spec-3299-54908-0090.fits,1115056012787,EW
spec-3388-54947-0614.fits,1109080066814,HADS
spec-1794-54504-0238.fits,1107069035589,RRc
spec-1952-53378-0301.fits,1132047017078,RRc
spec-3407-54971-0389.fits,1121075043844,EW
spec-0613-52345-0031.fits,1160043010584,RRab
spec-3144-54763-0356.fits,1009125035102,RRc
spec-2913-54526-0010.fits,1101049062535,PCEB
spec-1581-53149-0411.fits,1132072054213,RRc
spec-2683-54153-0564.fits,1140032061609,RRc
spec-2579-54068-0423.fits,1115049027068,EW
spec-3941-55321-0186.fits,1123079021701,RRc
spec-2903-54581-0309.fits,1109072012684,RRc
spec-2939-54515-0503.fits,1166018032224,RRab
spec-1360-53003-0575.fits,1143042002293,RRab
spec-2680-54141-0281.fits,1115022017989,EA
spec-1488-52965-0310.fits,1001127050064,EW
spec-7286-57096-0019.fits,1152033046040,EW
spec-3135-54770-0174.fits,1123003059601,EW
spec-7581-56949-0543.fits,1121114000930,EW
spec-2296-53735-0267.fits,1123048021898,HADS
spec-1727-53859-0541.fits,1107085066404,RRc
spec-1912-53293-0472.fits,1009002023593,RRab
spec-2794-54537-0609.fits,1118080053873,EA
spec-0570-52266-0021.fits,1104053009983,RRc
spec-8054-57194-0955.fits,1149061036353,EW
spec-0977-52410-0449.fits,1129082080274,EW
spec-7616-56902-0548.fits,1121004037485,EW
spec-1592-52990-0612.fits,1132044053424,RRc
spec-7574-56945-0662.fits,1121112018914,EW
spec-2671-54141-0120.fits,1109048048171,EW
spec-2559-54208-0145.fits,1001058058531,EA
spec-3227-54877-0506.fits,1126039067000,EA
spec-7900-57358-0262.fits,1004002017071,RRc
spec-2055-53729-0403.fits,1129037036501,RS CVn
spec-2596-54207-0322.fits,1118063034166,RRc
spec-0956-52401-0097.fits,1157038044700,RRab
spec-2426-53795-0565.fits,1112046025300,EW
spec-2175-54612-0564.fits,1107086035303,RRc
spec-0531-52028-0629.fits,1101076063171,RRab
spec-2581-54085-0181.fits,1115050017922,HADS
spec-2525-54569-0538.fits,1112085030235,RRc
spec-1229-52723-0166.fits,1109065025738,RRc
spec-0926-52413-0369.fits,1001084060435,RRab
spec-1716-53827-0275.fits,1109080041812,RRd
spec-2965-54594-0004.fits,1109069013763,RRab
spec-3426-54977-0312.fits,1121085045737,RRc
spec-2053-53446-0604.fits,1135034089439,HADS
spec-0812-52352-0289.fits,1146060058520,RRc
spec-1936-53330-0243.fits,1129044005273,RRc
spec-1820-54208-0103.fits,1107083021995,RRc
spec-1229-52723-0188.fits,1109065021924,RRc
spec-2679-54368-0140.fits,1109021022784,EW
spec-3194-54833-0027.fits,1140042042275,RRc
spec-1514-52931-0564.fits,1101018014017,EW
spec-1162-52668-0325.fits,1155046057209,RRc
spec-4380-55857-0922.fits,1001121019355,RRc
spec-0401-51788-0545.fits,1101010009903,RRc
spec-0594-52027-0185.fits,1101084079175,RRab
spec-3667-55566-0254.fits,1135034065733,RRc
spec-1505-52941-0431.fits,1101011007818,EW
spec-3659-55181-0420.fits,1143030015312,RRab
spec-0524-52027-0062.fits,1101071048193,RRab
spec-1907-53265-0471.fits,1101010001294,EW
spec-0285-51930-0090.fits,1001064037838,EW
spec-0837-52642-0064.fits,1104062031797,RRc
spec-1499-53001-0212.fits,1001007036222,EA
spec-0635-52145-0122.fits,1007111087863,RRc
spec-0574-52347-0294.fits,1104055012132,RRc
spec-3148-54802-0632.fits,1126043004435,EW
spec-4048-55602-0480.fits,1001072006119,RRab
spec-1791-54266-0012.fits,1109069013352,RRc
spec-0872-52339-0446.fits,1149037013387,RRc
spec-7870-57016-0036.fits,1001005047329,EW
spec-1057-52522-0527.fits,1135073063418,EW
spec-1191-52674-0139.fits,1107048001715,RRc
spec-3235-54880-0373.fits,1121067023664,RRab
spec-2042-53378-0373.fits,1140006005645,RRc
spec-3231-54890-0466.fits,1118017040518,EW
spec-3408-54948-0510.fits,1112079037406,RRc
spec-3315-54942-0325.fits,1135066008555,EW
spec-3212-54851-0235.fits,1123047002476,RRc
spec-2524-54568-0631.fits,1115084025175,EW
spec-0619-52056-0232.fits,1155051007076,RRc
spec-3177-54833-0475.fits,1155033039654,RRc
spec-7298-56661-0822.fits,1149035038756,RRc
spec-2781-54266-0074.fits,1115080045559,RRc
spec-3142-54735-0465.fits,1101126004404,EW
spec-2204-53877-0636.fits,1112088081443,RRc
spec-7332-56683-0753.fits,1101011015015,EW
spec-1681-53172-0399.fits,1138068033181,RRc
spec-1791-54266-0045.fits,1109069010153,RRc
spec-3210-54876-0492.fits,1132013046592,EA
spec-0348-51671-0519.fits,1101089005717,EA
spec-1803-54152-0142.fits,1107073024519,RRc
spec-2181-53524-0565.fits,1140071017214,EW
spec-0888-52339-0242.fits,1126037044955,EW
spec-7291-56992-0257.fits,1149035039958,RRc
spec-1991-53446-0369.fits,1132055037596,RRc
spec-2492-54178-0457.fits,1121057051781,LPV
spec-2046-53327-0221.fits,1121011053076,HADS
spec-2274-53726-0435.fits,1115044045716,RRd
spec-2055-53729-0506.fits,1129037001172,EW
spec-1569-53168-0174.fits,1121085018294,RRc
spec-2314-53713-0606.fits,1107008048804,RRc
spec-0813-52354-0606.fits,1146061064192,RRc
spec-3291-54939-0488.fits,1140070074150,RRc
spec-3408-54948-0290.fits,1109079059668,RRc
spec-3128-54776-0039.fits,1112120051694,RRc
spec-0680-52200-0414.fits,1101125014483,EW
spec-0830-52293-0180.fits,1140037043139,RRd
spec-3258-54884-0613.fits,1143043046095,EW
spec-2743-54259-0438.fits,1115072043011,RRc
spec-6781-56599-0842.fits,1101015018333,EW
spec-0500-51994-0001.fits,1101054019928,RRab
spec-1591-52976-0527.fits,1132043021748,RRc
spec-7714-57363-0964.fits,1129004050656,EW
spec-7299-56686-0564.fits,1149035010163,EW
spec-2389-54213-0528.fits,1101058021113,EA
spec-2665-54232-0357.fits,1123067038073,RRc
spec-2791-54556-0064.fits,1118077056085,RRc
spec-0571-52286-0527.fits,1104053048281,RRc
spec-0932-52620-0294.fits,1132039016400,EW
spec-3760-55268-0280.fits,1138036020415,EW
spec-2965-54594-0012.fits,1109069013352,RRc
spec-0488-51914-0409.fits,1166024012690,RRab
spec-3247-54888-0097.fits,1104064040920,RRc
spec-5421-55980-0494.fits,1109070027703,RRc
spec-0542-51993-0510.fits,1135035037015,RRc
spec-2938-54526-0158.fits,1138031087978,EW
spec-5015-55707-0422.fits,1123085049098,RRab
spec-7238-56660-0402.fits,1007011032174,RS CVn
spec-2208-53880-0491.fits,1115085051279,RRc
spec-0437-51869-0387.fits,1143032020847,RRd
spec-1516-52933-0597.fits,1101019006236,EW
spec-2313-53726-0113.fits,1001007045398,EW
spec-7656-57338-0593.fits,1126111068215,RS CVn
spec-1357-53034-0162.fits,1140043016741,RRab
spec-3380-54977-0093.fits,1140058029034,EW
spec-2510-53877-0413.fits,1123058050020,RRc
spec-2602-54149-0169.fits,1115067053634,RRc
spec-1884-53228-0218.fits,1140098081547,RRc
spec-0930-52618-0609.fits,1129039043363,RRc
spec-0306-51637-0609.fits,1101078027519,RRc
spec-1401-53144-0444.fits,1138067004377,RRc
spec-2273-53709-0416.fits,1118044044198,RRc
spec-0437-51876-0447.fits,1143032029172,EA
spec-1453-53084-0549.fits,1149046000696,RRab
spec-1579-53473-0213.fits,1129075036286,RRc
spec-3291-54939-0430.fits,1140070077282,RRc
spec-3454-55003-0255.fits,1146060016579,RRc
spec-7581-56949-0082.fits,1118117020885,EW
spec-2892-54552-0144.fits,1001065053812,RRc
spec-3226-54857-0249.fits,1118042030666,EA
spec-1969-53383-0442.fits,1129051053566,RRab
spec-2805-54380-0495.fits,1107023028688,EW
spec-2030-53499-0572.fits,1138049030566,EW
spec-0730-52466-0488.fits,1112113001227,RRc
spec-3151-54804-0054.fits,1107051014106,RRc
spec-7912-57310-0344.fits,1004006026000,RRc
spec-1057-52522-0634.fits,1135073040951,RRc
spec-2850-54461-0090.fits,1009010013597,EW
spec-4024-55646-0423.fits,1101078038958,RRab
spec-2421-54153-0068.fits,1109044035627,RRc
spec-1404-52825-0317.fits,1132073035156,RRc
spec-2792-54556-0466.fits,1118078061053,RRc
spec-2854-54480-0530.fits,1109056031163,EA
spec-0900-52637-0449.fits,1149034024251,RRc
spec-0640-52178-0052.fits,1007114002083,EW
spec-0680-52200-0438.fits,1101125002035,RRab
spec-2666-54230-0177.fits,1123068020434,EW
spec-1717-53883-0549.fits,1109081035155,RRc
spec-1763-53463-0018.fits,1112064060777,RRc
spec-0747-52234-0104.fits,1115123011121,RRc
spec-1824-53491-0376.fits,1107075040538,RRc
spec-2013-53818-0105.fits,1132057017287,HADS
spec-2434-53826-0100.fits,1112048047178,EW
spec-1388-53119-0579.fits,1132072029752,RRc
spec-4177-55688-0108.fits,1123085044609,RRc
spec-1914-53612-0381.fits,1009009045443,EW
spec-8869-57481-0341.fits,1135057037595,EW
spec-1196-52733-0372.fits,1107051056784,RRc
spec-3290-54941-0254.fits,1121086067366,RRc
spec-3221-54864-0510.fits,1126057034034,RS CVn
spec-1914-53729-0447.fits,1007009005340,EW
spec-0831-52294-0342.fits,1143036022330,RRc
spec-3170-54859-0373.fits,1121058015151,EW
spec-7659-57060-0001.fits,1126011020384,EW
spec-0733-52207-0180.fits,1112115020546,RRc
spec-2916-54507-0383.fits,1123039025525,EW
spec-7612-56972-0157.fits,1121117021362,RRc
spec-3380-54977-0050.fits,1140058016699,EW
spec-1956-53437-0002.fits,1129050047577,RRc
spec-3210-54876-0040.fits,1132014035982,EA
spec-3210-54876-0410.fits,1132013072813,EW
spec-3298-54924-0327.fits,1107086051743,EW
spec-8732-57418-0019.fits,1104014025026,EW
spec-2237-53828-0550.fits,1129060037003,RRc
spec-4454-55536-0084.fits,1126043038447,RRc
spec-1752-53379-0509.fits,1115059009832,RRab
spec-1624-53386-0558.fits,1107065041396,RRc
spec-2215-53793-0482.fits,1129054028168,ELL
spec-3178-54848-0074.fits,1118053023769,RRc
spec-0470-51929-0076.fits,1001049072228,EW
spec-1330-52822-0189.fits,1149055009610,RRc
spec-1581-53149-0312.fits,1132072027334,RRc
spec-2915-54497-0305.fits,1118040026862,EW
spec-2029-53819-0362.fits,1132060029078,EW
spec-3227-54877-0252.fits,1126038048573,EW
spec-0984-52442-0259.fits,1001112082887,RRc
spec-0541-51959-0043.fits,1132035009912,RRc
spec-6749-56370-0026.fits,1146053033714,RRab
spec-4721-55709-0028.fits,1129074019929,RRc
spec-0827-52312-0347.fits,1138036020415,EW
spec-8187-57423-0290.fits,1155033030054,RRab
spec-0574-52355-0574.fits,1104055046917,RRab
spec-2857-54453-0147.fits,1118058036114,RRc
spec-2266-53679-0077.fits,1115042014925,EW
spec-2268-53682-0368.fits,1115042026164,EW
spec-3157-54802-0435.fits,1004022005687,EW
spec-0574-52366-0294.fits,1104055012132,RRc
